time,type,lastType,playId,lastXPosition,lastYPosition,xPosition,yPosition,possessionId,rushingDistance,verticalDistance,totalDistance,throwerId,recieverId,breakThrow,stallSix,stallHeight,defender,stall,block,throwaway,intercept,drop,score,homeAttackingRight,homeOnOffense,pointId,gameId,accountId,
3584,CAUGHT,THROWN,29,5176,2157,4834,1503,7,4.446,3.27,5.519,1371831624,1371831849,0,0,0,0,0,0,0,0,0,0,0,1,2,1374520755,442,
3589,CAUGHT,THROWN,30,4834,1503,4922,6160,7,-1.144,23.285,23.313,1371831849,1371832026,0,0,0,0,0,0,0,0,0,0,0,1,2,1374520755,442,
3593,CAUGHT,THROWN,31,4922,6160,5498,3056,7,-7.488,15.52,17.232,1371832026,1371831849,0,0,0,0,0,0,0,0,0,0,0,1,2,1374520755,442,
3594,CAUGHT,THROWN,32,5498,3056,4580,1732,7,11.934,6.62,13.647,1371831849,1371832026,0,0,0,0,0,0,0,0,0,0,0,1,2,1374520755,442,
3602,POINT,THROWN,33,4580,1732,1475,6667,7,40.365,24.675,47.31,1371832026,1371831624,0,0,0,0,0,0,0,0,0,1,0,1,2,1374520755,442,
3705,CAUGHT,THROWN,34,8662,7451,7695,4935,8,12.571,12.58,17.784,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1374520755,442,
3717,CAUGHT,THROWN,35,7695,4935,6475,3023,8,15.86,9.56,18.518,0,0,0,0,0,1371831981,0,0,0,0,0,0,1,0,3,1374520755,442,
3725,CAUGHT,THROWN,36,6475,3023,4395,1683,8,27.04,6.7,27.858,0,0,0,0,0,1371832190,0,0,0,0,0,0,1,0,3,1374520755,442,
3741,POINT,THROWN,37,4395,1683,1299,4281,8,40.248,12.99,42.292,0,0,0,0,0,1371832103,0,0,0,0,0,1,1,0,3,1374520755,442,
3797,CAUGHT,THROWN,38,7578,6275,6611,3252,9,12.571,15.115,19.659,1371832225,1371831727,0,0,0,0,0,0,0,0,0,0,0,1,4,1374520755,442,
3800,CAUGHT,THROWN,39,6611,3252,5576,2157,9,13.455,5.475,14.526,1371831727,1371831624,0,0,0,0,0,0,0,0,0,0,0,1,4,1374520755,442,
3809,CAUGHT,THROWN,40,5576,2157,5000,1291,9,7.488,4.33,8.65,1371831624,1371831547,0,0,0,0,0,0,0,0,0,0,0,1,4,1374520755,442,
3812,POINT,THROWN,41,5000,1291,1563,1471,9,44.681,0.9,44.69,1371831547,1371832190,0,0,0,0,0,0,0,0,0,1,0,1,4,1374520755,442,
3883,CAUGHT,THROWN,42,9170,6389,8105,5147,10,13.845,6.21,15.174,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1374520755,442,
3893,CAUGHT,THROWN,43,8105,5147,3818,4232,10,55.731,4.575,55.918,0,0,0,0,0,1371832103,0,0,0,0,0,0,1,0,5,1374520755,442,
3903,CAUGHT,THROWN,44,3818,4232,3398,1765,10,5.46,12.335,13.489,0,0,0,0,0,1371831981,0,0,0,0,0,0,1,0,5,1374520755,442,
3910,POINT,THROWN,45,3398,1765,1494,1585,10,24.752,0.9,24.768,0,0,0,0,0,1371832103,0,0,0,0,0,1,1,0,5,1374520755,442,
4278,CAUGHT,THROWN,46,8809,4820,6670,4134,11,27.807,3.43,28.018,1371832225,1371831727,0,0,0,0,0,0,0,0,0,0,0,1,6,1374520755,442,
4284,CAUGHT,THROWN,47,6670,4134,6533,7337,11,1.781,16.015,16.114,1371831727,1371832225,0,0,0,0,0,0,0,0,0,0,0,1,6,1374520755,442,
4291,CAUGHT,THROWN,48,6533,7337,6270,1585,11,3.419,28.76,28.963,1371832225,1371832190,0,0,0,0,0,0,0,0,0,0,0,1,6,1374520755,442,
4300,CAUGHT,THROWN,49,6270,1585,5713,1340,11,7.241,1.225,7.344,1371832190,1371831624,0,0,0,0,0,0,0,0,0,0,0,1,6,1374520755,442,
4303,CAUGHT,THROWN,50,5713,1340,5439,2026,11,3.562,3.43,4.945,1371831624,1371831727,0,0,0,0,0,0,0,0,0,0,0,1,6,1374520755,442,
4305,CAUGHT,THROWN,51,5439,2026,6025,3072,11,-7.618,5.23,9.24,1371831727,1371831624,0,0,0,0,0,0,0,0,0,0,0,1,6,1374520755,442,
4308,CAUGHT,THROWN,52,6025,3072,5518,4918,11,6.591,9.23,11.342,1371831624,1371832225,0,0,0,0,0,0,0,0,0,0,0,1,6,1374520755,442,
4313,CAUGHT,THROWN,53,5518,4918,5293,8088,11,2.925,15.85,16.118,1371832225,1371831727,0,0,0,0,0,0,0,0,0,0,0,1,6,1374520755,442,
4318,CAUGHT,THROWN,54,5293,8088,4014,6928,11,16.627,5.8,17.61,1371831727,1371832059,0,0,0,0,0,0,0,0,0,0,0,1,6,1374520755,442,
4322,POINT,THROWN,55,4014,6928,1729,5343,11,29.705,7.925,30.744,1371832059,1371832147,0,0,0,0,0,0,0,0,0,1,0,1,6,1374520755,442,
4441,CAUGHT,THROWN,56,6309,4804,6240,1634,12,0.897,15.85,15.875,0,0,0,0,0,1371831912,0,0,0,0,0,0,1,0,7,1374520755,442,
4445,CAUGHT,THROWN,57,6240,1634,6338,4167,12,-1.274,12.665,12.729,0,0,0,0,0,1371831849,0,0,0,0,0,0,1,0,7,1374520755,442,
4448,CAUGHT,THROWN,58,6338,4167,6475,6585,12,-1.781,12.09,12.22,0,0,0,0,0,1371831762,0,0,0,0,0,0,1,0,7,1374520755,442,
4453,CAUGHT,THROWN,59,6475,6585,5889,3807,12,7.618,13.89,15.842,0,0,0,0,0,1371831849,0,0,0,0,0,0,1,0,7,1374520755,442,
4464,BLOCK,THROWN,60,5889,3807,2656,2451,12,42.029,6.78,42.572,0,0,0,0,0,1371832026,0,1,0,0,0,0,1,0,7,1374520755,442,
4528,CAUGHT,THROWN,61,2490,4510,3203,6324,13,9.269,9.07,12.968,1371832026,0,0,0,0,0,0,0,0,1,0,0,1,1,7,1374520755,442,
4542,CAUGHT,THROWN,62,3203,6324,3633,7059,14,-5.59,3.675,6.69,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,1374520755,442,
4544,CAUGHT,THROWN,63,3633,7059,3555,5163,14,1.014,9.48,9.534,0,0,0,0,0,1371831912,0,0,0,0,0,0,1,0,7,1374520755,442,
4548,CAUGHT,THROWN,64,3555,5163,3740,6503,14,-2.405,6.7,7.119,0,0,0,0,0,1371831849,0,0,0,0,0,0,1,0,7,1374520755,442,
4551,CAUGHT,THROWN,65,3740,6503,3721,4788,14,0.247,8.575,8.579,0,0,0,0,0,1371831912,0,0,0,0,0,0,1,0,7,1374520755,442,
4556,CAUGHT,THROWN,66,3721,4788,3564,1781,14,2.041,15.035,15.173,0,0,0,0,0,1371831762,0,0,0,0,0,0,1,0,7,1374520755,442,
4559,CAUGHT,THROWN,67,3564,1781,3740,4379,14,-2.288,12.99,13.19,0,0,0,0,0,1371831849,0,0,0,0,0,0,1,0,7,1374520755,442,
4563,CAUGHT,THROWN,68,3740,4379,3643,6814,14,1.261,12.175,12.24,0,0,0,0,0,1371831912,0,0,0,0,0,0,1,0,7,1374520755,442,
4582,BLOCK,THROWN,69,3643,6814,1055,1536,14,33.644,26.39,42.759,0,0,0,0,0,1371832103,0,1,0,0,0,0,1,0,7,1374520755,442,
4609,CAUGHT,THROWN,70,2393,1176,3252,2451,15,11.167,6.375,12.859,1371831849,1371831602,0,0,0,0,0,0,0,0,0,0,1,1,7,1374520755,442,
4612,CAUGHT,THROWN,71,3252,2451,4248,2467,15,12.948,0.08,12.948,1371831602,1371832103,0,0,0,0,0,0,0,0,0,0,1,1,7,1374520755,442,
4617,CAUGHT,THROWN,72,4248,2467,4063,6405,15,-2.405,19.69,19.836,1371832103,1371831912,0,0,0,0,0,0,0,0,0,0,1,1,7,1374520755,442,
4626,GROUND_CONTACT,THROWN,73,4063,6405,9092,4771,15,65.377,8.17,65.886,1371831912,0,0,0,0,0,0,0,1,0,0,0,1,1,7,1374520755,442,
4656,CAUGHT,THROWN,74,7588,5882,6465,3480,16,14.599,12.01,18.904,0,0,0,0,0,1371831981,0,0,0,0,0,0,1,0,7,1374520755,442,
4677,CAUGHT,THROWN,75,6465,3480,5762,2418,16,9.139,5.31,10.57,0,0,0,0,0,1371831849,0,0,0,0,0,0,1,0,7,1374520755,442,
4682,CAUGHT,THROWN,76,5762,2418,6768,6340,16,-13.078,19.61,23.571,0,0,0,0,0,1371831762,0,0,0,0,0,0,1,0,7,1374520755,442,
4686,CAUGHT,THROWN,77,6768,6340,6104,2614,16,8.632,18.63,20.533,0,0,0,0,0,1371831981,0,0,0,0,0,0,1,0,7,1374520755,442,
4690,CAUGHT,THROWN,78,6104,2614,6104,1650,16,0,4.82,4.82,0,0,0,0,0,1371831912,0,0,0,0,0,0,1,0,7,1374520755,442,
4694,CAUGHT,THROWN,79,6104,1650,6318,4199,16,-2.782,12.745,13.045,0,0,0,0,0,1371831602,0,0,0,0,0,0,1,0,7,1374520755,442,
4697,CAUGHT,THROWN,80,6318,4199,6396,2484,16,-1.014,8.575,8.635,0,0,0,0,0,1371831912,0,0,0,0,0,0,1,0,7,1374520755,442,
4705,CAUGHT,THROWN,81,6396,2484,5938,6863,16,5.954,21.895,22.69,0,0,0,0,0,1371831849,0,0,0,0,0,0,1,0,7,1374520755,442,
4710,CAUGHT,THROWN,82,5938,6863,6025,3480,16,-1.131,16.915,16.953,0,0,0,0,0,1371831912,0,0,0,0,0,0,1,0,7,1374520755,442,
4716,CAUGHT,THROWN,83,6025,3480,5596,1895,16,5.577,7.925,9.691,0,0,0,0,0,1371831602,0,0,0,0,0,0,1,0,7,1374520755,442,
4720,CAUGHT,THROWN,84,5596,1895,5098,1683,16,6.474,1.06,6.56,0,0,0,0,0,1371831912,0,0,0,0,0,0,1,0,7,1374520755,442,
4727,CAUGHT,THROWN,85,5098,1683,5098,5163,16,0,17.4,17.4,0,0,0,0,0,1371831602,0,0,0,0,0,0,1,0,7,1374520755,442,
4739,CAUGHT,THROWN,86,5098,5163,4395,5719,16,9.139,2.78,9.552,0,0,0,0,0,1371831912,0,0,0,0,0,0,1,0,7,1374520755,442,
4744,CAUGHT,THROWN,87,4395,5719,4346,3448,16,0.637,11.355,11.373,0,0,0,0,0,1371831602,0,0,0,0,0,0,1,0,7,1374520755,442,
4757,GROUND_CONTACT,THROWN,88,4346,3448,4834,2794,16,-6.344,3.27,7.137,0,0,0,0,0,1371831602,0,0,1,0,0,0,1,0,7,1374520755,442,
4783,CAUGHT,THROWN,89,4834,2810,5215,1536,17,4.953,6.37,8.069,1371831849,1371832103,0,0,0,0,0,0,0,0,0,0,1,1,7,1374520755,442,
4786,CAUGHT,THROWN,90,5215,1536,4688,1879,17,-6.851,1.715,7.062,1371832103,1371831849,0,0,0,0,0,0,0,0,0,0,1,1,7,1374520755,442,
4790,CAUGHT,THROWN,91,4688,1879,5400,1732,17,9.256,0.735,9.285,1371831849,1371831602,0,0,0,0,0,0,0,0,0,0,1,1,7,1374520755,442,
4793,CAUGHT,THROWN,92,5400,1732,4756,2549,17,-8.372,4.085,9.315,1371831602,1371832103,0,0,0,0,0,0,0,0,0,0,1,1,7,1374520755,442,
4799,CAUGHT,THROWN,93,4756,2549,4814,4069,17,0.754,7.6,7.637,1371832103,1371832026,0,0,0,0,0,0,0,0,0,0,1,1,7,1374520755,442,
4811,CAUGHT,THROWN,94,4814,4069,5723,2173,17,11.817,9.48,15.15,1371832026,1371831912,0,0,0,0,0,0,0,0,0,0,1,1,7,1374520755,442,
4839,CAUGHT,THROWN,95,5723,2173,6084,1422,17,4.693,3.755,6.01,1371831912,1371831981,0,0,0,0,0,0,0,0,0,0,1,1,7,1374520755,442,
4847,CAUGHT,THROWN,96,6084,1422,5059,3562,17,-13.325,10.7,17.089,1371831981,1371832103,0,0,0,0,0,0,0,0,0,0,1,1,7,1374520755,442,
4851,CAUGHT,THROWN,97,5059,3562,5723,2451,17,8.632,5.555,10.265,1371832103,1371831849,0,0,0,0,0,0,0,0,0,0,1,1,7,1374520755,442,
4855,CAUGHT,THROWN,98,5723,2451,5781,5637,17,0.754,15.93,15.948,1371831849,1371832103,0,0,0,0,0,0,0,0,0,0,1,1,7,1374520755,442,
4860,CAUGHT,THROWN,99,5781,5637,6152,7843,17,4.823,11.03,12.038,1371832103,1371831912,0,0,0,0,0,0,0,0,0,0,1,1,7,1374520755,442,
4867,GROUND_CONTACT,THROWN,100,6152,7843,8320,8807,17,28.184,4.82,28.593,1371831912,0,0,0,0,0,0,0,1,0,0,0,1,1,7,1374520755,442,
4898,DROP,THROWN,101,7568,8807,6641,6667,18,12.051,10.7,16.116,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,1374520755,442,
4909,POINT,THROWN,102,6650,6667,7813,7941,19,15.119,6.37,16.406,1371831849,1371831602,0,0,0,0,0,0,0,0,0,1,1,1,7,1374520755,442,
4997,CAUGHT,THROWN,103,4658,4918,5293,1552,20,8.255,16.83,18.746,0,0,0,0,0,1371832059,0,0,0,0,0,0,0,0,8,1374520755,442,
5000,CAUGHT,THROWN,104,5293,1552,4678,2876,20,-7.995,6.62,10.38,0,0,0,0,0,1371831624,0,0,0,0,0,0,0,0,8,1374520755,442,
5003,CAUGHT,THROWN,105,4678,2876,4922,6977,20,3.172,20.505,20.749,0,0,0,0,0,1371832225,0,0,0,0,0,0,0,0,8,1374520755,442,
5011,CAUGHT,THROWN,106,4922,6977,5732,8235,20,10.53,6.29,12.266,0,0,0,0,0,1371831727,0,0,0,0,0,0,0,0,8,1374520755,442,
5017,CAUGHT,THROWN,107,5732,8235,7051,8464,20,17.147,1.145,17.185,0,0,0,0,0,1371832225,0,0,0,0,0,0,0,0,8,1374520755,442,
5023,CAUGHT,THROWN,108,7051,8464,6416,5997,20,-8.255,12.335,14.842,0,0,0,0,0,1371831624,0,0,0,0,0,0,0,0,8,1374520755,442,
5036,CAUGHT,THROWN,109,6416,5997,6270,1846,20,-1.898,20.755,20.842,0,0,0,0,0,1371831727,0,0,0,0,0,0,0,0,8,1374520755,442,
5040,POINT,THROWN,110,6270,1846,8447,1438,20,28.301,2.04,28.374,0,0,0,0,0,1371831547,0,0,0,0,0,1,0,0,8,1374520755,442,
5143,CAUGHT,THROWN,111,4375,5033,4453,8007,21,1.014,14.87,14.905,1371831727,1371832225,0,0,0,0,0,0,0,0,0,0,1,1,9,1374520755,442,
5146,CAUGHT,THROWN,112,4453,8007,5615,8578,21,15.106,2.855,15.373,1371832225,1371831849,0,0,0,0,0,0,0,0,0,0,1,1,9,1374520755,442,
5149,CAUGHT,THROWN,113,5615,8578,5977,8676,21,4.706,0.49,4.731,1371831849,1371831624,0,0,0,0,0,0,0,0,0,0,1,1,9,1374520755,442,
5200,BLOCK,THROWN,114,5977,8676,8867,4036,21,37.57,23.2,44.156,1371831624,0,0,0,0,0,0,1,0,0,0,0,1,1,9,1374520755,442,
5214,CAUGHT,THROWN,115,7568,4722,6387,1993,22,15.353,13.645,20.54,0,0,0,0,0,1371831624,0,0,0,0,0,0,1,0,9,1374520755,442,
5222,CAUGHT,THROWN,116,6387,1993,6230,1405,22,2.041,2.94,3.579,0,0,0,0,0,1371831912,0,0,0,0,0,0,1,0,9,1374520755,442,
5229,CAUGHT,THROWN,117,6230,1405,6885,4134,22,-8.515,13.645,16.084,0,0,0,0,0,1371832225,0,0,0,0,0,0,1,0,9,1374520755,442,
5233,CAUGHT,THROWN,118,6885,4134,6553,8121,22,4.316,19.935,20.397,0,0,0,0,0,1371831849,0,0,0,0,0,0,1,0,9,1374520755,442,
5237,CAUGHT,THROWN,119,6553,8121,3945,8186,22,33.904,0.325,33.906,0,0,0,0,0,1371832059,0,0,0,1,0,0,1,0,9,1374520755,442,
5258,POINT,THROWN,120,3945,8186,8398,7141,23,57.889,5.225,58.124,1371832059,1371831912,0,0,0,0,0,0,0,0,0,1,1,1,9,1374520755,442,
5331,CAUGHT,THROWN,121,2832,5082,3604,3693,24,10.036,6.945,12.205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1374520755,442,
5336,CAUGHT,THROWN,122,3604,3693,4277,3186,24,8.749,2.535,9.109,0,0,0,0,0,1371831981,0,0,0,0,0,0,0,0,10,1374520755,442,
5340,CAUGHT,THROWN,123,4277,3186,5049,2500,24,10.036,3.43,10.606,0,0,0,0,0,1371832103,0,0,0,0,0,0,0,0,10,1374520755,442,
5343,CAUGHT,THROWN,124,5049,2500,4648,1422,24,-5.213,5.39,7.498,0,0,0,0,0,1371831762,0,0,0,0,0,0,0,0,10,1374520755,442,
5351,BLOCK,THROWN,125,4648,1422,5303,8023,24,8.515,33.005,34.086,0,0,0,0,0,1371831547,0,1,0,0,0,0,0,0,10,1374520755,442,
5367,CAUGHT,THROWN,126,5557,8840,6045,5147,25,-6.344,18.465,19.524,1371831547,1371831602,0,0,0,0,0,0,0,0,0,0,0,1,10,1374520755,442,
5371,CAUGHT,THROWN,127,6045,5147,6133,6569,25,-1.144,7.11,7.201,1371831602,1371831547,0,0,0,0,0,0,0,0,0,0,0,1,10,1374520755,442,
5374,CAUGHT,THROWN,128,6133,6569,6416,5163,25,-3.679,7.03,7.934,1371831547,1371831602,0,0,0,0,0,0,0,0,0,0,0,1,10,1374520755,442,
5376,CAUGHT,THROWN,129,6416,5163,6084,8791,25,4.316,18.14,18.646,1371831602,1371832026,0,0,0,0,0,0,0,0,0,0,0,1,10,1374520755,442,
5383,CAUGHT,THROWN,130,6084,8791,6318,3725,25,-3.042,25.33,25.512,1371832026,1371831981,0,0,0,0,0,0,0,0,0,0,0,1,10,1374520755,442,
5388,CAUGHT,THROWN,131,6318,3725,5703,1814,25,7.995,9.555,12.459,1371831981,1371832026,0,0,0,0,0,0,0,0,0,0,0,1,10,1374520755,442,
5392,CAUGHT,THROWN,132,5703,1814,4990,1340,25,9.269,2.37,9.567,1371832026,1371832103,0,0,0,0,0,0,0,0,0,0,0,1,10,1374520755,442,
5395,CAUGHT,THROWN,133,4990,1340,4531,1422,25,5.967,0.41,5.981,1371832103,1371831547,0,0,0,0,0,0,0,0,0,0,0,1,10,1374520755,442,
5398,CAUGHT,THROWN,134,4531,1422,5049,1977,25,-6.734,2.775,7.283,1371831547,1371832103,0,0,0,0,0,0,0,0,0,0,0,1,10,1374520755,442,
5401,CAUGHT,THROWN,135,5049,1977,4609,1340,25,5.72,3.185,6.547,1371832103,1371831602,0,0,0,0,0,0,0,0,0,0,0,1,10,1374520755,442,
5405,CAUGHT,THROWN,136,4609,1340,4893,2974,25,-3.692,8.17,8.965,1371831602,1371832147,0,0,0,0,0,0,0,0,0,0,0,1,10,1374520755,442,
5413,CAUGHT,THROWN,137,4893,2974,4277,1356,25,8.008,8.09,11.383,1371832147,1371831762,0,0,0,0,0,0,0,0,0,0,0,1,10,1374520755,442,
5419,GROUND_CONTACT,THROWN,138,4277,1356,4668,2778,25,-5.083,7.11,8.74,1371831762,0,0,0,0,0,0,0,1,0,0,0,0,1,10,1374520755,442,
5427,POINT,THROWN,139,4717,2696,8555,2239,26,49.894,2.285,49.946,0,0,0,0,0,1371831762,0,0,0,0,0,1,0,0,10,1374520755,442,
5557,CAUGHT,THROWN,140,3301,2320,4053,4918,27,9.776,12.99,16.258,1371831912,1371831727,0,0,0,0,0,0,0,0,0,0,1,1,11,1374520755,442,
5566,CAUGHT,THROWN,141,4053,4918,5391,2141,27,17.394,13.885,22.256,1371831727,1371832190,0,0,0,0,0,0,0,0,0,0,1,1,11,1374520755,442,
5569,CAUGHT,THROWN,142,5391,2141,5586,1356,27,2.535,3.925,4.672,1371832190,1371831849,0,0,0,0,0,0,0,0,0,0,1,1,11,1374520755,442,
5574,CAUGHT,THROWN,143,5586,1356,6084,2288,27,6.474,4.66,7.977,1371831849,1371831624,0,0,0,0,0,0,0,0,0,0,1,1,11,1374520755,442,
5579,CAUGHT,THROWN,144,6084,2288,6387,1405,27,3.939,4.415,5.917,1371831624,1371832190,0,0,0,0,0,0,0,0,0,0,1,1,11,1374520755,442,
5586,POINT,THROWN,145,6387,1405,7910,1258,27,19.799,0.735,19.813,1371832190,1371831624,0,0,0,0,0,0,0,0,0,1,1,1,11,1374520755,442,
5656,CAUGHT,THROWN,146,2881,3513,3613,2958,28,9.516,2.775,9.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1374520755,442,
5657,CAUGHT,THROWN,147,3613,2958,3906,4984,28,3.809,10.13,10.822,0,0,0,0,0,1371831981,0,0,0,0,0,0,0,0,12,1374520755,442,
5666,CAUGHT,THROWN,148,3906,4984,4531,7467,28,8.125,12.415,14.837,0,0,0,0,0,1371832103,0,0,0,0,0,0,0,0,12,1374520755,442,
5672,GROUND_CONTACT,THROWN,149,4531,7467,4639,4869,28,1.404,12.99,13.066,0,0,0,0,0,1371832103,0,0,1,0,0,0,0,0,12,1374520755,442,
5691,CAUGHT,THROWN,150,4727,3317,4258,1650,29,6.097,8.335,10.327,1371832190,1371831727,0,0,0,0,0,0,0,0,0,0,0,1,12,1374520755,442,
5696,CAUGHT,THROWN,151,4258,1650,5117,2222,29,-11.167,2.86,11.527,1371831727,1371832190,0,0,0,0,0,0,0,0,0,0,0,1,12,1374520755,442,
5704,CAUGHT,THROWN,152,5117,2222,2041,1389,29,39.988,4.165,40.204,1371832190,0,0,0,0,0,0,0,0,1,0,0,0,1,12,1374520755,442,
5717,CAUGHT,THROWN,153,2041,1389,2451,5033,30,5.33,18.22,18.984,0,0,0,0,0,1371831762,0,0,0,0,0,0,0,0,12,1374520755,442,
5725,CAUGHT,THROWN,154,2451,5033,2744,6716,30,3.809,8.415,9.237,0,0,0,0,0,1371831981,0,0,0,0,0,0,0,0,12,1374520755,442,
5727,CAUGHT,THROWN,155,2744,6716,2568,4493,30,-2.288,11.115,11.348,0,0,0,0,0,1371832190,0,0,0,0,0,0,0,0,12,1374520755,442,
5757,POINT,THROWN,156,2568,4493,7861,5000,30,68.809,2.535,68.856,0,0,0,0,0,1371831602,0,0,0,0,0,1,0,0,12,1374520755,442,
5829,CAUGHT,THROWN,157,3506,1830,3535,4314,31,0.377,12.42,12.426,1371831912,1371832225,0,0,0,0,0,0,0,0,0,0,1,1,13,1374520755,442,
5833,CAUGHT,THROWN,158,3535,4314,3740,8072,31,2.665,18.79,18.978,1371832225,1371832026,0,0,0,0,0,0,0,0,0,0,1,1,13,1374520755,442,
5835,CAUGHT,THROWN,159,3740,8072,4453,8578,31,9.269,2.53,9.608,1371832026,1371832059,0,0,0,0,0,0,0,0,0,0,1,1,13,1374520755,442,
